item_id,cefr_grade,learning_focus,text_sample,language_analysis.token_count,language_analysis.distinct_tokens,language_analysis.grammatical_complexity,language_analysis.sentence_structure,language_analysis.avg_words_per_sentence,skill_assessment.function_type,skill_assessment.cognitive_level,skill_assessment.interaction_mode,pedagogical_info.learning_outcome,pedagogical_info.teaching_context,pedagogical_info.assessment_type,technical_details.creation_date,technical_details.dataset_version,technical_details.processing_model
A1_097,A1,childhood memories,"When I was a child, I played outside with my friends every day. We ran, jumped, and laughed together in the park. I also remember eating ice cream and playing with my favorite toys. Those were happy times that I will never forget.",43,37,4,4,10.75,narrative,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_098,A1,travel adventures,I go on travel adventures. I take a plane or a train. I visit new places. I see big mountains and beautiful beaches. I take pictures and eat new food. I have fun on my adventures.,36,25,0,6,6.0,narrative,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_099,A1,career goals,My career goal is to become a teacher. I like helping people learn. I teach students in a school. I explain things in class. I answer their questions. I work hard to help them succeed. I am happy when they learn something new.,43,35,2,7,6.142857142857143,narrative,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_100,A1,learning experiences,Learning experiences are important. I learn many new things every day. I study English and math. I listen to my teacher and ask questions. I practice writing and speaking. I feel happy when I understand something new. Learning is fun!,40,32,4,7,5.714285714285714,narrative,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_101,A1,cultural encounters,"Cultural encounters are when people from different countries meet. They share their customs, food, and traditions. It is interesting to learn about new ways of life. We can make friends and have fun together. It is important to be respectful and open-minded during cultural encounters.",45,39,3,5,9.0,narrative,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_102,A1,personal achievements,I am proud of my personal achievements. I work hard every day. I study and learn new things. I do my best in everything I do. I feel happy when I finish a task. I celebrate my successes with my friends and family.,43,32,1,6,7.166666666666667,narrative,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_103,A1,environmental issues,Environmental issues are important. Pollution harms the Earth. We must recycle to help. Trees give us clean air. Don't waste water. Turn off lights. Protect animals. Clean up trash. Let's all work together to save our planet.,37,35,0,9,4.111111111111111,analytical,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_104,A1,technological advances,"Technology is improving every day. Many people use smartphones now. Computers are getting faster. We can talk to friends online. Robots help with some jobs. In the future, we might have flying cars. Technology is exciting!",36,33,3,7,5.142857142857143,analytical,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_105,A1,health trends,People now like to eat more fruits and vegetables. They also like to go for walks or do exercise. This is good for our health. Some people also drink more water. It is important to be healthy.,37,29,0,5,7.4,analytical,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_106,A1,educational changes,Educational changes are happening. Schools are using technology more. Teachers are trying new things. Students are learning in different ways. It is important to keep learning and growing. Education is always changing.,32,27,4,6,5.333333333333333,analytical,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_107,A1,economic developments,"Economic developments are changes in how money is made and spent. Companies create products and services to sell. People buy things with their money. When more people buy things, companies make more money. This is good for the economy. Sometimes, the economy grows and people have more money. Other times, the economy goes down and people have less money.",59,41,0,7,8.428571428571429,analytical,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_108,A1,social movements,Social movements are groups of people who work together to make change. They want to improve society. They may protest or march to show their ideas. They want to bring attention to important issues. People in social movements want to make the world a better place.,46,33,1,5,9.2,analytical,foundational,productive,mediation,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_109,A1,problem analysis,"Problem analysis is important. First, I identify the problem. Then, I think about why it happened. Next, I come up with solutions. Finally, I choose the best solution. This helps me solve the problem.",34,28,0,6,5.666666666666667,evaluative,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_110,A1,decision making,"When I make a decision, I think about what I want. I look at my choices and pick the best one. I don't rush. I take my time. I feel good when I make a good decision. It's important to think before deciding.",43,30,0,6,7.166666666666667,evaluative,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_111,A1,comparative evaluation,"Comparative evaluation helps us compare things. We look at two or more things and see which one is better. We use words like ""better"" or ""worse"" to show this. It helps us make decisions and choose the best option.",39,34,0,4,9.75,evaluative,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_112,A1,evidence assessment,Evidence assessment is important. We look at clues to find answers. We check facts to see if they are true. It helps us understand things better. We use evidence to make decisions.,32,27,0,5,6.4,evaluative,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_113,A1,logical reasoning,Logical reasoning is when we think about things in a smart way. We use our brains to figure out problems. We look at facts and make good decisions. It helps us make sense of things in a clear way. Logical reasoning is important for learning and solving problems.,48,36,4,5,9.6,evaluative,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_114,A1,argument construction,"When you make an argument, you need to have a point. Start with your main idea. Then, give reasons to support your point. Use examples or facts to help explain your reasons. Finally, finish with a conclusion that restates your main idea. This is how you build a strong argument.",50,37,1,6,8.333333333333334,evaluative,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_115,A1,cultural awareness,Cultural awareness is important. It means understanding different customs and traditions. We should respect other cultures. This helps us to communicate better with people from different backgrounds. We can learn new things and make new friends. Let's be open-minded and appreciate diversity.,42,37,2,6,7.0,cultural,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_116,A1,diversity appreciation,"Diversity is good. We all look different. Some people have dark skin, some have light skin. Some people speak different languages. It is important to be kind to everyone. We should appreciate our differences. Diversity makes the world interesting. Let's be friends with everyone.",44,34,0,8,5.5,cultural,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_117,A1,global mindset,Having a global mindset means thinking about people all over the world. We learn about different cultures and ways of life. This helps us understand and respect others. We can make friends from different countries. It is good to have a global mindset.,43,37,2,5,8.6,cultural,foundational,receptive,comprehension,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A1_118,A1,cross-cultural teams,Cross-cultural teams work together. They are from different countries. They share ideas and learn from each other. They speak different languages. They respect each other's cultures. They help each other succeed.,31,23,0,6,5.166666666666667,cultural,foundational,productive,production,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A1_119,A1,international etiquette,"When meeting someone from a different country, it is important to be polite. Smile and shake hands. Say ""hello"" and ""thank you"" in their language. Pay attention to their customs. Don't be too loud or touch them without permission. Show respect for their culture. Enjoy getting to know new people!",50,44,2,7,7.142857142857143,cultural,foundational,receptive,interaction,group,formative,2025-05-05,5.0,gpt-3.5-turbo
