sample_id,cefr_level,category,content,word_count,language,content_type,difficulty
A1_117,A1,photography,Photography is taking pictures. I have a camera. I click the button. The picture is saved. I like to take photos of my family. It is fun. I show them the pictures. They smile. I am happy.,37,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_118,A1,space and astronomy,Space is big. Stars are bright. The sun is hot. Planets orbit. Astronauts explore. Telescopes see far. Moons circle planets. Space is interesting. Scientists study stars. People dream of space. Space is cool.,33,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_119,A1,architecture,"Architecture is the design of buildings. Architects plan and create houses, schools, and offices. They use materials like bricks, concrete, and wood. Buildings have different shapes and colors. Some buildings are tall, while others are small. People live and work in buildings every day. Architecture is important for our cities and communities.",52,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_120,A1,business and finance,"In business, people buy and sell things. They make money by selling products or services. Companies need to have a lot of money to be successful. They need to keep track of their money and make smart decisions. Finance is important for businesses to grow and make more money.",49,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_121,A1,pets and animals,"Pets are animals that live with people. They are our friends. Dogs and cats are common pets. They need food, water, and love. People take care of their pets. They play with them and give them cuddles. Pets make us happy.",41,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_122,A1,music and instruments,I like music. I play guitar. My friend plays drums. We make music together. We have fun. Music is good. Instruments are cool.,23,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_123,A1,science and discoveries,"Scientists study many things. They make discoveries. Discoveries help us learn new things. We learn about animals, plants, and space. Science is important. It helps us understand the world.",29,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_124,A1,books and literature,Books are interesting. They have stories. I like to read books. Books can teach us new things. I read books every day. It is fun to read books. Books are important. I love books and literature.,36,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_125,A1,movies and cinema,I like to watch movies at the cinema. The movies are big and loud. I eat popcorn and drink soda. I watch action movies and comedies. I go with my friends or family. We have fun at the movies.,39,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_126,A1,cars and vehicles,"Cars are vehicles. They have wheels and engines. People drive cars on roads. Some cars are big, and some are small. Cars can go fast or slow. People use cars to go to work or go shopping. I like cars.",40,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_127,A1,photography,"Photography is taking pictures with a camera. You can take photos of people, animals, or nature. Use a camera to capture the moment. Some cameras are big, some are small. You can show your photos to friends. Photography is fun!",40,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_128,A1,space and astronomy,Space is very big. Stars are in space. Planets go around stars. The sun is a star. Earth is a planet. People study space. They use telescopes. Telescopes help see stars. I like space. It is interesting.,37,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_129,A1,architecture,"Architecture is the design of buildings. Architects draw plans for houses and skyscrapers. They use materials like bricks, wood, and glass to build structures. Buildings can be tall or small, old or new. People live, work, and play in buildings. Architecture is important for creating beautiful and functional spaces.",49,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
A1_130,A1,business and finance,"In business, people buy and sell things. They use money to make transactions. A budget is a plan for how to spend money. Companies try to make a profit by selling products or services. It is important to save money for the future.",43,English,paragraph,"beginner level, very simple present tense, basic vocabulary, short sentences"
