id,cefr_level,topic,text
174,A1,health and fitness,Health is important. Exercise is good. Walk every day. Eat fruits and vegetables. Drink water. Get enough sleep. Stay active. Keep your body strong. Be happy and healthy.
175,A1,sports and games,I like to play sports and games. I play soccer with my friends. We run and kick the ball. It is fun to play outside. I also like to play board games. We play together and have a good time. Sports and games are great for having fun.
176,A1,arts and entertainment,Arts and entertainment are fun. People watch movies. They go to museums. They listen to music. Artists create beautiful things. They paint and draw. They sing and dance. Enjoying arts makes people happy.
177,A1,shopping and fashion,"I like to go shopping for new clothes. I buy shirts, pants, and shoes. I look for clothes that are comfortable and stylish. I try on different outfits in the store. I pay for my clothes at the cashier. I wear my new clothes to look good."
178,A1,weather and seasons,"In spring, the weather is warm and sunny. Flowers bloom and birds chirp. In summer, it is hot and the sun shines brightly. People go to the beach and swim. In autumn, leaves fall from the trees and it gets cooler. In winter, it is cold and snow falls. People wear warm clothes and play in the snow."
179,A1,cultural celebrations,Cultural celebrations happen all over the world. People wear special clothes and eat traditional foods. They dance and sing together. They have fun and enjoy being with family and friends. Everyone is happy during cultural celebrations.
180,A1,social media,Social media is a place to connect with friends. People can share photos and messages. Many people use social media every day. It is fun to see what others are doing. Some people even make new friends online. Social media is a popular way to stay in touch.
181,A1,family relationships,Family is important. I have a sister. She is nice. We play together. My mom cooks for us. My dad works hard. We love each other. Family makes me happy.
182,A1,technology and gadgets,Technology is everywhere. We use gadgets like phones and computers every day. Phones can make calls and send messages. Computers can help us do work and play games. Gadgets are helpful and fun to use. Technology is always changing and getting better.
183,A1,environmental issues,Environmental issues are important. Pollution harms the earth. We must recycle to help. Trees give us clean air. Save water by using less. Animals need our protection. Let's keep our planet clean.
184,A1,health and fitness,Health is important. Exercise makes you strong. Eat fruits and veggies. Drink water every day. Walk or run to stay fit. Rest helps your body. Stay active for good health. Take care of yourself.
185,A1,sports and games,Sports and games are fun. I like to play soccer. I run and kick the ball. My team tries to score goals. We practice a lot. I feel happy when we win. Sports make me strong and healthy.
186,A1,arts and entertainment,I love arts and entertainment. I watch movies and listen to music. I also like to draw and paint. I go to museums and concerts. Arts and entertainment make me happy.
187,A1,shopping and fashion,I go shopping for clothes. I like to buy new shirts and pants. I look for pretty dresses too. Fashion is fun. I wear my new clothes to look nice. Shopping makes me happy.
